type,start_seconds,end_seconds
CommandExecution,11368.601,11369.501
Reasoning,11371.525,11372.125
CommandExecution,11377.856,11378.117
Reasoning,11381.0,11381.395
AgentMessage,11381.397,11383.733
CommandExecution,11378.302,11390.351
CommandExecution,11395.942,11395.942
CommandExecution,11396.024,11396.024
Reasoning,11398.826,11400.245
CommandExecution,11443.027,11445.92
Reasoning,11449.87,11450.461
CommandExecution,11453.101,11453.101
Reasoning,11454.71,11457.51
CommandExecution,11478.579,11478.579
CommandExecution,11478.77,11479.095
Reasoning,11480.836,11481.446
CommandExecution,11484.87,11484.87
CommandExecution,11444.218,11491.056
Reasoning,11491.966,11492.736
CommandExecution,11512.323,11512.323
CommandExecution,11512.516,11517.507
Reasoning,11516.623,11517.767
CommandExecution,11513.703,11517.929
CommandExecution,11521.841,11521.951
CommandExecution,11522.139,11525.44
Reasoning,11525.661,11527.907
AgentMessage,11527.909,11531.376
CommandExecution,11534.564,11534.565
Reasoning,11537.907,11542.621
CommandExecution,11560.437,11560.437
CommandExecution,11559.264,11565.73
Reasoning,11564.781,11568.137
CommandExecution,11571.428,11571.429
CommandExecution,11571.616,11574.609
Reasoning,11574.351,11575.011
CommandExecution,11582.986,11582.986
CommandExecution,11583.196,11583.196
Reasoning,11588.916,11589.391
CommandExecution,11598.47,11598.47
Reasoning,11602.306,11612.192
CommandExecution,11623.335,11623.335
CommandExecution,11622.257,11628.358
Reasoning,11626.556,11631.172
CommandExecution,11597.396,11643.055
CommandExecution,11648.442,11648.442
Reasoning,11651.182,11652.147
AgentMessage,11652.162,11654.627
CommandExecution,11657.152,11657.153
Reasoning,11658.887,11659.712
CommandExecution,11662.097,11662.098
Reasoning,11665.022,11665.837
CommandExecution,11667.625,11667.625
Reasoning,11670.703,11672.127
CommandExecution,11688.731,11692.241
Reasoning,11692.292,11693.607
CommandExecution,11696.863,11697.751
CommandExecution,11708.625,11708.625
Reasoning,11711.857,11712.967
CommandExecution,11720.897,11720.897
Reasoning,11722.287,11723.722
CommandExecution,11719.833,11728.255
CommandExecution,11731.308,11731.309
CommandExecution,11730.235,11736.335
Reasoning,11733.774,11737.922
Reasoning,11747.487,11748.042
AgentMessage,11748.044,11749.257
CommandExecution,11758.36,11758.36
CommandExecution,11758.546,11758.704
McpToolCall,11758.712,11760.914
Reasoning,11762.877,11764.067
CommandExecution,11767.661,11767.662
Reasoning,11769.527,11770.882
CommandExecution,11775.47,11775.47
Reasoning,11778.345,11778.938
CommandExecution,11775.662,11784.723
CommandExecution,11787.884,11787.885
CommandExecution,11707.468,11791.251
Reasoning,11791.516,11796.267
CommandExecution,11798.477,11798.478
Reasoning,11800.452,11801.092
Reasoning,11814.827,11819.347
CommandExecution,11823.215,11823.215
Reasoning,11826.252,11827.998
CommandExecution,11786.807,11828.785
CommandExecution,11823.415,11829.303
AgentMessage,11828.0,11829.702
CommandExecution,11836.335,11836.336
CommandExecution,11835.244,11838.487
Reasoning,11838.917,11842.388
CommandExecution,11850.598,11850.62
Reasoning,11852.463,11862.493
CommandExecution,11865.773,11865.773
Reasoning,11867.797,11878.413
CommandExecution,11881.065,11881.066
Reasoning,11890.074,11895.238
AgentMessage,11895.243,11897.325
CommandExecution,11910.252,11910.277
CommandExecution,11911.536,11911.536
Reasoning,11915.083,11927.009
CommandExecution,11929.126,11929.126
Reasoning,11930.979,11941.193
CommandExecution,11910.473,11942.822
CommandExecution,11948.15,11948.151
Reasoning,11950.473,11951.218
CommandExecution,11812.36,11972.227
Extension,11951.48,11981.482
CommandExecution,11985.835,11985.835
Reasoning,11989.583,11990.218
AgentMessage,11990.22,11993.168
CommandExecution,11999.533,11999.534
McpToolCall,11999.546,11999.978
Reasoning,12001.603,12002.214
CommandExecution,11998.456,12006.865
CommandExecution,12007.056,12007.348
Reasoning,12011.278,12015.623
CommandExecution,12024.198,12024.522
Reasoning,12026.323,12028.728
CommandExecution,12033.611,12033.611
McpToolCall,12033.619,12033.918
Reasoning,12041.278,12052.248
CommandExecution,12059.424,12059.424
Reasoning,12060.986,12062.108
Extension,12062.472,12082.472
CommandExecution,12090.361,12090.672
CommandExecution,12058.36,12091.051
McpToolCall,12090.68,12091.184
Reasoning,12104.213,12105.113
AgentMessage,12105.119,12106.774
CommandExecution,12114.765,12114.765
CommandExecution,12114.83,12119.716
Reasoning,12118.018,12131.829
CommandExecution,12133.563,12133.563
Reasoning,12136.404,12152.833
CommandExecution,12114.86,12153.933
Extension,12153.071,12183.072
CommandExecution,12192.279,12192.573
Reasoning,12195.875,12210.994
AgentMessage,12210.999,12212.224
CommandExecution,12213.511,12213.511
Reasoning,12215.074,12218.894
CommandExecution,12220.942,12220.943
Reasoning,12225.22,12236.671
Extension,12236.877,12266.879
CommandExecution,12272.512,12272.513
Reasoning,12275.644,12280.949
CommandExecution,12281.422,12281.422
CommandExecution,12023.002,12287.013
Reasoning,12283.654,12294.214
CommandExecution,12300.513,12300.513
Reasoning,12302.444,12304.209
CommandExecution,12333.27,12334.344
Reasoning,12337.009,12337.689
CommandExecution,12340.162,12340.162
AgentMessage,12344.984,12348.739
CommandExecution,11511.262,12351.577
AgentMessage,12729.145,12731.11
CommandExecution,12734.62,12734.62
Extension,12734.646,12736.181
Reasoning,12738.129,12747.62
Extension,12749.53,12750.952
Reasoning,12755.029,12755.65
Extension,12759.822,12761.09
Reasoning,12766.265,12768.435
AgentMessage,12768.438,12771.375
Extension,12779.243,12780.58
Reasoning,12783.995,12785.03
Extension,12787.515,12788.54
Reasoning,12791.925,12793.475
CommandExecution,12780.769,12793.628
Extension,12796.825,12798.416
Reasoning,12800.26,12811.37
Extension,12819.216,12820.675
CommandExecution,12820.861,12821.419
Reasoning,12825.74,12841.905
Extension,12848.536,12849.67
CommandExecution,12849.846,12849.847
Reasoning,12851.96,12854.257
CommandExecution,12859.088,12859.089
Extension,12859.118,12860.995
Reasoning,12864.531,12865.776
AgentMessage,12865.778,12868.809
Extension,12872.783,12875.951
Reasoning,12877.995,12899.95
Extension,12905.492,12907.185
CommandExecution,12907.373,12907.373
Reasoning,12910.791,12927.565
Extension,12931.723,12933.459
CommandExecution,12933.656,12934.179
Reasoning,12938.72,12949.415
CommandExecution,12954.96,12954.96
Extension,12954.989,12956.442
Reasoning,12958.71,12959.566
Extension,12965.303,12966.705
CommandExecution,12966.898,12967.92
ContextCompaction,12967.906,13244.48
CommandExecution,13248.579,13248.58
Reasoning,13250.33,13251.605
AgentMessage,13251.615,13254.37
CommandExecution,13261.246,13261.247
Extension,13261.202,13262.268
Reasoning,13265.3,13265.67
CommandExecution,13272.908,13272.909
Extension,13272.935,13273.95
Reasoning,13276.13,13278.59
Extension,13317.787,13319.206
Reasoning,13321.59,13322.14
Extension,13329.879,13331.32
CommandExecution,13316.762,13332.666
CommandExecution,13332.847,13333.121
Reasoning,13335.515,13336.031
AgentMessage,13336.033,13339.396
Extension,13344.491,13345.905
Reasoning,13351.56,13356.24
CommandExecution,13362.228,13362.229
Extension,13362.25,13363.278
Reasoning,13365.52,13367.536
CommandExecution,13581.394,13581.605
Reasoning,13584.322,13591.196
CommandExecution,13594.057,13594.058
Reasoning,13595.795,13600.456
CommandExecution,13601.491,13601.492
Reasoning,13603.336,13605.736
Reasoning,13682.221,13683.641
AgentMessage,13683.65,13687.024
CommandExecution,13691.618,13691.649
Reasoning,13693.958,13697.126
CommandExecution,13702.65,13702.65
CommandExecution,13702.838,13703.454
CommandExecution,13703.642,13704.507
Reasoning,13706.621,13709.851
CommandExecution,13679.434,13711.69
CommandExecution,13730.181,13730.181
Reasoning,13732.156,13733.926
CommandExecution,13741.743,13741.743
CommandExecution,13741.932,13742.06
CommandExecution,13740.607,13744.49
Reasoning,13743.761,13748.886
CommandExecution,13752.012,13752.013
Reasoning,13755.306,13759.426
CommandExecution,13764.211,13764.212
Reasoning,13766.121,13768.036
CommandExecution,13763.089,13768.514
CommandExecution,13771.206,13771.206
Reasoning,13776.136,13783.271
CommandExecution,13787.8,13787.8
CommandExecution,13787.986,13790.906
Reasoning,13790.671,13792.871
AgentMessage,13792.875,13795.161
CommandExecution,13813.531,13820.403
Reasoning,13816.406,13821.156
CommandExecution,13832.388,13832.388
CommandExecution,13833.758,13835.933
Reasoning,13837.431,13841.506
CommandExecution,13849.722,13849.723
Reasoning,13852.539,13862.736
CommandExecution,13869.66,13870.218
CommandExecution,13870.422,13870.422
Reasoning,13874.278,13875.496
AgentMessage,13875.501,13878.717
CommandExecution,13848.648,13879.448
Reasoning,13890.271,13891.966
CommandExecution,13899.88,13899.88
McpToolCall,13901.076,13901.682
CommandExecution,13900.065,13905.772
Reasoning,13903.581,13906.736
CommandExecution,13909.041,13909.041
Reasoning,13911.021,13922.021
CommandExecution,13926.038,13926.039
CommandExecution,13926.231,13929.479
Reasoning,13928.918,13934.086
Extension,13937.492,13938.426
CommandExecution,13938.504,13938.505
Reasoning,13940.503,13944.896
CommandExecution,13952.516,13952.516
Reasoning,13956.427,13964.441
CommandExecution,13967.419,13967.42
CommandExecution,13832.571,13986.23
Reasoning,13970.061,13988.896
AgentMessage,13988.898,13990.947
CommandExecution,13992.445,13992.446
CommandExecution,14002.733,14002.733
CommandExecution,14001.638,14007.826
Reasoning,14005.946,14009.207
CommandExecution,14016.335,14016.645
McpToolCall,14016.655,14017.052
Reasoning,14021.001,14038.188
CommandExecution,14042.163,14042.221
McpToolCall,14042.23,14042.482
Reasoning,14047.241,14060.576
CommandExecution,14062.015,14062.275
Reasoning,14077.451,14080.171
CommandExecution,14072.262,14080.378
AgentMessage,14080.176,14083.201
CommandExecution,14091.28,14091.281
McpToolCall,14092.364,14092.729
CommandExecution,14091.355,14096.14
Reasoning,14096.281,14110.486
CommandExecution,14073.446,14113.956
Extension,14110.691,14155.693
CommandExecution,14169.377,14169.377
CommandExecution,14169.394,14169.394
CommandExecution,14169.54,14169.85
Reasoning,14171.716,14174.531
AgentMessage,14174.544,14176.367
Reasoning,14176.371,14192.491
Extension,14192.695,14237.696
CommandExecution,14245.623,14246.201
Reasoning,14248.997,14267.172
Reasoning,14267.176,14274.917
Extension,14274.984,14319.985
Reasoning,14321.975,14323.958
AgentMessage,14323.961,14326.426
CommandExecution,14333.919,14333.919
Reasoning,14336.292,14344.866
CommandExecution,14071.077,14351.773
CommandExecution,14351.846,14351.847
Reasoning,14354.716,14358.621
CommandExecution,14384.054,14385.215
Reasoning,14386.791,14387.271
Reasoning,14390.436,14403.687
AgentMessage,14403.697,14428.742
CommandExecution,13752.205,14634.574
AgentMessage,17659.274,17660.849
CommandExecution,17666.687,17666.687
Extension,17666.717,17668.624
Reasoning,17671.099,17674.9
CommandExecution,17684.47,17684.47
CommandExecution,17684.605,17685.523
Reasoning,17688.354,17691.67
CommandExecution,17700.865,17700.866
CommandExecution,17700.936,17700.936
Reasoning,17703.354,17718.9
CommandExecution,17684.635,17728.379
Reasoning,17718.904,17737.484
AgentMessage,17737.487,17740.309
CommandExecution,17743.543,17743.544
Extension,17743.588,17744.65
Reasoning,17747.069,17762.602
CommandExecution,17797.092,17797.093
CommandExecution,17796.012,17805.476
Reasoning,17799.096,17807.514
CommandExecution,17815.681,17815.682
CommandExecution,17815.751,17815.751
Reasoning,17817.625,17820.149
CommandExecution,17823.005,17823.005
Reasoning,17825.689,17827.714
CommandExecution,17835.958,17835.958
CommandExecution,17836.035,17836.035
Reasoning,17838.234,17853.794
Reasoning,17853.797,17869.365
AgentMessage,17869.369,17872.64
CommandExecution,17938.611,17939.47
Reasoning,17942.154,17957.695
Reasoning,17957.698,17958.93
Reasoning,17982.39,17994.474
CommandExecution,18002.434,18002.435
CommandExecution,18002.565,18003.169
CommandExecution,18002.593,18003.335
CommandExecution,18002.538,18008.04
Reasoning,18007.049,18019.554
CommandExecution,18023.038,18023.039
Reasoning,18025.344,18031.909
CommandExecution,18056.678,18059.182
Reasoning,18063.754,18065.889
CommandExecution,18076.182,18076.301
CommandExecution,18077.67,18079.648
Reasoning,18080.964,18082.87
AgentMessage,18082.873,18085.555
Reasoning,18085.557,18102.492
CommandExecution,18110.538,18110.741
Reasoning,18112.694,18129.074
CommandExecution,18132.981,18132.981
CommandExecution,18109.355,18139.548
Reasoning,18136.979,18152.785
CommandExecution,18157.215,18157.215
CommandExecution,18157.346,18162.844
Reasoning,18161.54,18177.66
Reasoning,18177.664,18185.299
AgentMessage,18185.303,18188.009
CommandExecution,18189.381,18189.381
Reasoning,18193.144,18194.324
CommandExecution,18197.756,18197.757
CommandExecution,18076.486,18215.451
Reasoning,18207.994,18225.646
CommandExecution,18227.002,18227.002
Reasoning,18232.244,18233.824
CommandExecution,18239.925,18242.555
Reasoning,18242.83,18260.994
CommandExecution,18265.629,18265.944
McpToolCall,18265.951,18266.595
Reasoning,18269.0,18286.5
CommandExecution,18287.849,18288.164
CommandExecution,18297.423,18306.45
Reasoning,18304.521,18323.531
Reasoning,18323.533,18333.334
AgentMessage,18333.337,18335.084
CommandExecution,18297.481,18338.907
CommandExecution,18344.242,18344.243
Reasoning,18348.549,18358.569
CommandExecution,18377.628,18377.628
CommandExecution,18377.813,18378.126
Reasoning,18382.109,18397.99
Reasoning,18397.993,18415.339
Extension,18415.567,18460.567
CommandExecution,18475.877,18476.556
Reasoning,18479.68,18485.55
AgentMessage,18485.553,18487.39
Reasoning,18487.393,18504.092
CommandExecution,18511.274,18511.275
Reasoning,18513.651,18529.336
Reasoning,18529.34,18544.28
CommandExecution,18297.451,18572.823
Extension,18544.573,18574.574
CommandExecution,18583.001,18583.001
Reasoning,18585.489,18587.814
CommandExecution,18615.175,18616.248
Reasoning,18618.374,18619.024
AgentMessage,18622.671,18638.85
CommandExecution,17978.873,18691.968
AgentMessage,19806.374,19808.074
CommandExecution,19811.381,19811.382
ContextCompaction,19811.418,19994.726
CommandExecution,20000.776,20000.776
CommandExecution,20000.837,20000.837
Reasoning,20002.46,20002.885
AgentMessage,20002.889,20005.71
CommandExecution,20009.706,20009.707
CommandExecution,20009.78,20009.781
Reasoning,20011.495,20012.319
CommandExecution,20017.142,20017.143
CommandExecution,20017.21,20017.211
Reasoning,20018.824,20021.465
CommandExecution,20023.604,20023.605
Reasoning,20025.03,20025.765
AgentMessage,20077.11,20078.755
Reasoning,20094.009,20094.839
CommandExecution,20098.507,20098.507
Reasoning,20193.62,20194.689
AgentMessage,20194.699,20197.965
CommandExecution,20203.978,20203.984
CommandExecution,20204.066,20204.066
Reasoning,20205.694,20207.095
CommandExecution,20217.973,20222.012
Reasoning,20221.471,20223.0
CommandExecution,20189.458,20223.604
CommandExecution,20228.353,20229.801
Reasoning,20234.184,20235.674
CommandExecution,20246.25,20246.25
Reasoning,20248.464,20250.41
AgentMessage,20250.414,20252.574
CommandExecution,20263.032,20263.166
CommandExecution,20245.153,20264.761
Reasoning,20264.572,20265.27
CommandExecution,20269.05,20269.05
CommandExecution,20269.116,20269.116
Reasoning,20272.396,20272.86
CommandExecution,20283.25,20283.421
CommandExecution,20282.063,20287.53
Reasoning,20287.654,20288.214
CommandExecution,20291.649,20291.65
Reasoning,20295.39,20296.62
CommandExecution,20299.019,20299.019
Reasoning,20302.32,20303.831
Reasoning,20319.644,20320.981
AgentMessage,20320.986,20323.12
CommandExecution,20316.419,20326.777
CommandExecution,20327.404,20327.404
Reasoning,20329.509,20330.364
CommandExecution,20340.454,20340.455
Reasoning,20342.155,20345.781
Extension,20349.879,20350.981
CommandExecution,20351.063,20351.064
Reasoning,20352.769,20363.0
CommandExecution,20366.219,20366.22
Extension,20366.274,20367.315
CommandExecution,20339.313,20374.997
Reasoning,20370.355,20377.535
CommandExecution,20283.611,20424.162
CommandExecution,20436.735,20436.736
Reasoning,20440.719,20442.1
CommandExecution,20451.243,20451.244
Reasoning,20453.965,20454.34
AgentMessage,20454.343,20456.644
CommandExecution,20466.81,20466.81
Reasoning,20468.359,20471.33
CommandExecution,20465.728,20471.343
CommandExecution,20451.439,20478.216
CommandExecution,20478.309,20478.309
McpToolCall,20478.323,20478.76
Reasoning,20480.472,20481.35
CommandExecution,20464.539,20481.831
CommandExecution,20493.902,20493.902
Reasoning,20495.66,20498.655
CommandExecution,20503.068,20503.457
Extension,20503.494,20504.644
Reasoning,20506.535,20518.923
McpToolCall,20526.017,20526.396
CommandExecution,20527.67,20527.671
CommandExecution,20526.583,20529.314
Reasoning,20541.059,20548.634
CommandExecution,20537.961,20548.653
AgentMessage,20548.637,20551.13
CommandExecution,20536.77,20598.912
CommandExecution,20602.941,20602.942
Reasoning,20604.829,20615.325
CommandExecution,20617.668,20618.003
Reasoning,20621.92,20639.055
Reasoning,20639.058,20642.328
CommandExecution,20650.748,20650.749
CommandExecution,20650.86,20650.86
Reasoning,20654.67,20667.49
CommandExecution,20670.262,20670.553
CommandExecution,20670.623,20670.624
Reasoning,20678.242,20680.765
CommandExecution,20690.635,20691.797
Reasoning,20695.785,20712.826
Reasoning,20712.829,20713.584
CommandExecution,20716.913,20716.913
Reasoning,20723.889,20741.42
Reasoning,20741.423,20746.105
CommandExecution,20747.931,20747.932
CommandExecution,20747.999,20747.999
Reasoning,20749.93,20767.77
CommandExecution,20774.059,20774.06
Reasoning,20776.044,20777.31
AgentMessage,20777.331,20780.051
Reasoning,20780.055,20796.221
Reasoning,20796.226,20803.189
CommandExecution,20807.637,20807.993
Reasoning,20810.05,20825.653
Reasoning,20825.656,20844.598
CommandExecution,20846.815,20846.816
CommandExecution,20846.885,20846.886
Reasoning,20850.104,20853.79
CommandExecution,20535.579,20854.263
CommandExecution,20895.647,20897.366
Reasoning,20898.875,20907.696
CommandExecution,20909.351,20909.351
Reasoning,20913.789,20929.344
AgentMessage,20929.359,20933.134
CommandExecution,20962.379,20964.566
Reasoning,20966.124,20967.451
CommandExecution,20974.024,20974.024
Reasoning,20977.055,20992.08
CommandExecution,20997.235,20997.237
